project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	has_dried	has_extraction	has_aliquot	has_ms	dried_sample_container_ids	extraction_sample_container_ids	lineage_status
jbp	76162	dbgi_009963	canonical	dbgi_009963	Oryza sativa			20260128160802	14.412126	50.12193	out_of_ch_range	true	true	false	false	dbgi_009963	dbgi_009963_01;dbgi_009963_02	no_aliquot;no_ms
jbp	76163	dbgi_010047	canonical	dbgi_010047				20260128160901	14.412135	50.121956	out_of_ch_range	true	true	false	false	dbgi_010047	dbgi_010047_01	no_aliquot;no_ms
jbp	76164	dbgi_010078	canonical	dbgi_010078				20260128161152	14.412135	50.121956	out_of_ch_range	true	true	false	false	dbgi_010078	dbgi_010078_01	no_aliquot;no_ms
jbp	76165	dbgi_009932	canonical	dbgi_009932	Codariocalyx motorius			20260209091226	14.4120245	50.12179	out_of_ch_range	true	true	false	false	dbgi_009932	dbgi_009932_01	no_aliquot;no_ms
jbp	76166	dbgi_010008	canonical	dbgi_010008	Codariocalyx motorius			20260209091549	14.4120245	50.12179	out_of_ch_range	true	true	false	false	dbgi_010008	dbgi_010008_01	no_aliquot;no_ms
jbp	76167	dbgi_009944	canonical	dbgi_009944				20260209091750	14.412012	50.12178	out_of_ch_range	true	true	false	false	dbgi_009944	dbgi_009944_01	no_aliquot;no_ms
jbp	76168	dbgi_009962	canonical	dbgi_009962				20260209092134	14.412012	50.12178	out_of_ch_range	true	true	false	false	dbgi_009962	dbgi_009962_01	no_aliquot;no_ms
jbp	76169	dbgi_010012	canonical	dbgi_010012	Dacrydium balansae			20260209092251	14.41201	50.12177	out_of_ch_range	true	true	false	false	dbgi_010012	dbgi_010012_01	no_aliquot;no_ms
jbp	76170	dbgi_010056	canonical	dbgi_010056	Homalomena sp.			20260209092514	14.41201	50.121796	out_of_ch_range	true	true	false	false	dbgi_010056	dbgi_010056_01	no_aliquot;no_ms
jbp	76171	dbgi_009966	canonical	dbgi_009966	Homalomena sp.			20260209093342	14.41201	50.121796	out_of_ch_range	true	true	false	false	dbgi_009966	dbgi_009966_01	no_aliquot;no_ms
jbp	76172	dbgi_010020	canonical	dbgi_010020	Homalomena sp.			20260209093446	14.41201	50.121796	out_of_ch_range	true	true	false	false	dbgi_010020	dbgi_010020_01	no_aliquot;no_ms
jbp	76173	dbgi_010069	canonical	dbgi_010069	Monstera tenuis			20260209093624	14.412061	50.12182	out_of_ch_range	true	true	false	false	dbgi_010069	dbgi_010069_01	no_aliquot;no_ms
jbp	76174	dbgi_010061	canonical	dbgi_010061	Monstera tenuis			20260209093831	14.412061	50.12182	out_of_ch_range	true	true	false	false	dbgi_010061	dbgi_010061_01	no_aliquot;no_ms
