project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbc	73043	dbgi_197	short_numeric_suffix	dbgi_000197				20250715090257	7.113402	46.032673	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73048	dbgi_202	short_numeric_suffix	dbgi_000202				20250715091648	7.113373	46.032745	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73049	dbgi_203	short_numeric_suffix	dbgi_000203				20250715091919	7.1133943	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73051	dbgi_205	short_numeric_suffix	dbgi_000205				20250715092516	7.113348	46.032734	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73052	dbgi_206	short_numeric_suffix	dbgi_000206				20250715092745	7.113337	46.032745	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73055	dbgi_209	short_numeric_suffix	dbgi_000209				20250715093654	7.113338	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73056	dbgi_210	short_numeric_suffix	dbgi_000210				20250715094018	7.113326	46.032734	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73058	dbgi_212	short_numeric_suffix	dbgi_000212				20250715094350	7.1133275	46.032726	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73064	dbgi_218	short_numeric_suffix	dbgi_000218				20250715095827	7.113328	46.032745	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73067	dbgi_221	short_numeric_suffix	dbgi_000221				20250715101449	7.1133265	46.03275	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73068	dbgi_222	short_numeric_suffix	dbgi_000222				20250715101810	7.113307	46.032757	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73070	dbgi_224	short_numeric_suffix	dbgi_000224				20250715102327	7.1133075	46.03277	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73071	dbgi_225	short_numeric_suffix	dbgi_000225				20250715102612	7.113289	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73080	dbgi_234	short_numeric_suffix	dbgi_000234				20250715104921	7.1133103	46.032772	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73084	dbgi_238	short_numeric_suffix	dbgi_000238				20250715110253	7.1133056	46.032787	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73109	dbgi_006596	canonical	dbgi_006596				20250715094307	7.1132407	46.032734	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73110	dbgi_006740	canonical	dbgi_006740				20250715094618	7.1132092	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73117	dbgi_008550	canonical	dbgi_008550				20250715101416	7.1131816	46.032715	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73124	dbgi_007078	canonical	dbgi_007078				20250715105102	7.1134205	46.03276	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73128	dbgi_007042	canonical	dbgi_007042				20250715105855	7.1133966	46.032772	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73129	dbgi_007045	canonical	dbgi_007045				20250715110057	7.1133494	46.032776	looks_swapped_ch_lat_lon	missing_taxon_name
jbc	73147	dbgi_252	short_numeric_suffix	dbgi_000252				20250715090257	7.113402	46.032673	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73152	dbgi_257	short_numeric_suffix	dbgi_000257				20250715091648	7.113373	46.032745	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73153	dbgi_258	short_numeric_suffix	dbgi_000258				20250715091919	7.1133943	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73155	dbgi_260	short_numeric_suffix	dbgi_000260				20250715092516	7.113348	46.032734	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73156	dbgi_261	short_numeric_suffix	dbgi_000261				20250715092745	7.113337	46.032745	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
jbc	73159	dbgi_264	short_numeric_suffix	dbgi_000264				20250715093654	7.113338	46.03276	looks_swapped_ch_lat_lon	sample_id_short_numeric_suffix;missing_taxon_name
