original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	watcher_file_path	watcher_file_name	watcher_converted_file_sha1	watcher_acquisition_date	watcher_polarity	watcher_spectrum_count	watcher_chromatogram_count	watcher_instrument_model	watcher_ionization_source	watcher_analyzer	watcher_detector	watcher_source_file_names	watcher_raw_file_sha1
absi_000433		absi_000433_01	absi_000433	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.93339	47.00017				[6.933389997052749, 47.000170729633474]	20240806122315	22	1	mg	ml	MeOH/H2O																							
absi_000153		absi_000153_01	absi_000153	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000164				[6.933393926660445, 47.00016365384279]	20240806123552	20	1	mg	ml	MeOH/H2O																							
absi_000087		absi_000087_01	absi_000087	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000164				[6.933394109536258, 47.0001639137854]	20240806123938	20.1	1	mg	ml	MeOH/H2O																							
absi_000118		absi_000118_01	absi_000118	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333935	47.000164				[6.933393532760129, 47.0001638208138]	20240806124147	19.9	1	mg	ml	MeOH/H2O																							
absi_000429		absi_000429_01	absi_000429	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933394	47.000164				[6.933393976675625, 47.00016334771858]	20240806124528	19.7	1	mg	ml	MeOH/H2O																							
absi_000086		absi_000086_01	absi_000086	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333663	47.00013				[6.933366064553799, 47.00013132235316]	20240806134814	19.4	1	mg	ml	MeOH/H2O																							
absi_000081		absi_000081_01	absi_000081	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333615	47.00013				[6.933361325965881, 47.00012924129713]	20240806135254	21.7	1	mg	ml	MeOH/H2O																							
absi_000109		absi_000109_01	absi_000109	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933361	47.00013				[6.933361215601998, 47.000129406456296]	20240806135725	21.7	1	mg	ml	MeOH/H2O																							
absi_000147		absi_000147_01	absi_000147	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333615	47.00013				[6.933361608750261, 47.000130128445065]	20240806140151	20.5	1	mg	ml	MeOH/H2O																							
absi_000105		absi_000105_01	absi_000105	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333577	47.000134				[6.93335783874747, 47.00013521018149]	20240806140503	20.8	1	mg	ml	MeOH/H2O																							
absi_000089		absi_000089_01	absi_000089	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333577	47.000134				[6.93335783874747, 47.00013521018149]	20240806140712	21.1	1	mg	ml	MeOH/H2O																							
absi_000085		absi_000085_01	absi_000085	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333587	47.000134				[6.933358661385163, 47.00013492623444]	20240806141024	20.7	1	mg	ml	MeOH/H2O																							
absi_000104		absi_000104_01	absi_000104	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933358	47.000137				[6.933358302408686, 47.00013546344141]	20240806141337	19	1	mg	ml	MeOH/H2O																							
absi_000082		absi_000082_01	absi_000082	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333544	47.00013				[6.93335455954481, 47.00012898875162]	20240806141735	19.3	1	mg	ml	MeOH/H2O																							
absi_000146		absi_000146_01	absi_000146	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333544	47.00013				[6.93335455954481, 47.00012898875162]	20240806141941	19.4	1	mg	ml	MeOH/H2O																							
absi_000154		absi_000154_01	absi_000154	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933355	47.00013				[6.933354679203631, 47.00012880968264]	20240806142954	21.5	1	mg	ml	MeOH/H2O																							
absi_000097		absi_000097_01	absi_000097	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933355	47.00013				[6.933354853295201, 47.000128786539655]	20240806143355	18.2	1	mg	ml	MeOH/H2O																							
absi_000108		absi_000108_01	absi_000108	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933337	47.000126				[6.933337039498875, 47.00012424980161]	20240806144847	19.4	1	mg	ml	MeOH/H2O																							
absi_000152		absi_000152_01	absi_000152	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333363	47.000126				[6.93333625957326, 47.00012424701504]	20240806145449	20.2	1	mg	ml	MeOH/H2O																							
absi_000102		absi_000102_01	absi_000102	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933337	47.000126				[6.933337035425778, 47.00012478337565]	20240806145815	20.6	1	mg	ml	MeOH/H2O																							
absi_000377		absi_000377_01	absi_000377	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933444	47.000153				[6.933444046207929, 47.000152923057314]	20240806101934	20.9	1	mg	ml	MeOH/H2O																							
absi_000368		absi_000368_01	absi_000368	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933444	47.000153				[6.933444046207929, 47.000152923057314]	20240806102517	21.9	0.2	mg	ml	MeOH/H2O																							
absi_000460		absi_000460_01	absi_000460	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933444	47.000153				[6.933444177031746, 47.000152393136645]	20240806102903	20.2	1	mg	ml	MeOH/H2O																							
absi_000393		absi_000393_01	absi_000393	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933444	47.000153				[6.933444177031746, 47.000152393136645]	20240806103039	18.1	1	mg	ml	MeOH/H2O																							
absi_000382		absi_000382_01	absi_000382	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334397	47.000153				[6.933439655254375, 47.000153388116985]	20240806103454	21.3	1	mg	ml	MeOH/H2O																							
absi_000452		absi_000452_01	absi_000452	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334393	47.000153				[6.933439342726859, 47.0001535752298]	20240806104132	20	1	mg	ml	MeOH/H2O																							
absi_000346		absi_000346_01	absi_000346	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334393	47.000153				[6.933439342726859, 47.0001535752298]	20240806104330	22	1	mg	ml	MeOH/H2O																							
absi_000400		absi_000400_01	absi_000400	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334397	47.000153				[6.933439890962974, 47.00015338599662]	20240806104605	18.4	1	mg	ml	MeOH/H2O																							
absi_000458		absi_000458_01	absi_000458	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933434	47.000168				[6.933434010391604, 47.0001670112966]	20240806105046	21.1	1	mg	ml	MeOH/H2O																							
absi_000397		absi_000397_01	absi_000397	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334335	47.000168				[6.933433372459478, 47.00016724887408]	20240806105521	21.1	1	mg	ml	MeOH/H2O																							
absi_000380		absi_000380_01	absi_000380	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334335	47.000168				[6.93343343285653, 47.00016715848995]	20240806105749	19.1	1	mg	ml	MeOH/H2O																							
absi_000314		absi_000314_01	absi_000314	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933434	47.000168				[6.933433949994562, 47.00016710168072]	20240806110053	21.8	1	mg	ml	MeOH/H2O																							
absi_000369		absi_000369_01	absi_000369	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933437	47.000168				[6.933436999952116, 47.00016827412111]	20240806110607	18.3	1	mg	ml	MeOH/H2O																							
absi_000364		absi_000364_01	absi_000364	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334373	47.000168				[6.933437166028489, 47.00016898170459]	20240806111117	19.3		mg																									
absi_000364		absi_000364_02	absi_000364	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334373	47.000168				[6.933437166028489, 47.00016898170459]	20240806111117	19.3	1	mg	ml	MeOH/H2O																							
absi_000387		absi_000387_01	absi_000387	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334373	47.000168				[6.933437166028489, 47.00016898170459]	20240806111226	21.2	1	mg	ml	MeOH/H2O																							
absi_000374		absi_000374_01	absi_000374	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933437	47.000168				[6.933437105631454, 47.00016907208871]	20240806111625	20.8	1	mg	ml	MeOH/H2O																							
absi_000354		absi_000354_01	absi_000354	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9334373	47.000164				[6.933437234075826, 47.00016266511357]	20240806111933	18.9	1	mg	ml	MeOH/H2O																							
absi_000437		absi_000437_01	absi_000437	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933438	47.000164				[6.933437630419742, 47.0001627890726]	20240806112454	20.9	1	mg	ml	MeOH/H2O																							
absi_000392		absi_000392_01	absi_000392	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933438	47.000164				[6.933437822931417, 47.00016274000813]	20240806112642	21.3	1	mg	ml	MeOH/H2O																							
absi_000395		absi_000395_01	absi_000395	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933438	47.000164				[6.933437822931417, 47.00016274000813]	20240806113004	21.3	1	mg	ml	MeOH/H2O																							
absi_000349		absi_000349_01	absi_000349	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933404	47.00016				[6.933404167537206, 47.00016051886978]	20240806113651	21.5	1	mg	ml	MeOH/H2O																							
absi_000405		absi_000405_01	absi_000405	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933404	47.00016				[6.933404167537206, 47.00016051886978]	20240806114013	19.3	1	mg	ml	MeOH/H2O																							
absi_000373		absi_000373_01	absi_000373	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933404	47.00016				[6.933403793834239, 47.00016083908656]	20240806114317	21.4	1	mg	ml	MeOH/H2O																							
absi_000370		absi_000370_01	absi_000370	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933404	47.00016				[6.933403782513822, 47.000160616998585]	20240806114651	20.9	1	mg	ml	MeOH/H2O																							
absi_000459		absi_000459_01	absi_000459	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933401	47.000164				[6.93340119296428, 47.00016592642717]	20240806115003	20.7	1	mg	ml	MeOH/H2O																							
absi_000101		absi_000101_01	absi_000101	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933337	47.000126				[6.933337350654516, 47.00012435763102]	20240806150035	20.9	1	mg	ml	MeOH/H2O																							
absi_000441		absi_000441_01	absi_000441	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333353	47.000134				[6.933335260936586, 47.00013246071224]	20240806150614	19.4	1	mg	ml	MeOH/H2O																							
absi_000091		absi_000091_01	absi_000091	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333353	47.000134				[6.933335260936586, 47.00013246071224]	20240806150902	18.9	1	mg	ml	MeOH/H2O																							
absi_000129		absi_000129_01	absi_000129	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333353	47.000134				[6.933335252790354, 47.00013352786042]	20240806151210	18.5	1	mg	ml	MeOH/H2O																							
absi_000096		absi_000096_01	absi_000096	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933336	47.000134				[6.933335887321039, 47.00013214279697]	20240806151502	19	1	mg	ml	MeOH/H2O																							
absi_000366		absi_000366_01	absi_000366	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333267	47.000137				[6.933326636948302, 47.0001382993748]	20240806151819	21.1	1	mg	ml	MeOH/H2O																							
absi_000446		absi_000446_01	absi_000446	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333267	47.000137				[6.933326636948302, 47.0001382993748]	20240806152059	20	1	mg	ml	MeOH/H2O																							
absi_000410		absi_000410_01	absi_000410	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933327	47.000137				[6.933327105718429, 47.000138194331946]	20240806152350	21.4	1	mg	ml	MeOH/H2O																							
absi_000450		absi_000450_01	absi_000450	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933327	47.000137				[6.93332725925968, 47.00013851503372]	20240806152630	21.5	1	mg	ml	MeOH/H2O																							
absi_000394		absi_000394_01	absi_000394	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933331	47.000134				[6.933331046079101, 47.000132872524006]	20240806152913	19.6	1	mg	ml	MeOH/H2O																							
absi_000360		absi_000360_01	absi_000360	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333315	47.000134				[6.933331668390428, 47.00013308818292]	20240806153349	18.3	1	mg	ml	MeOH/H2O																							
absi_000440		absi_000440_01	absi_000440	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333305	47.000134				[6.933330419694605, 47.00013319043918]	20240806153601	22	1	mg	ml	MeOH/H2O																							
absi_000362		absi_000362_01	absi_000362	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333305	47.000134				[6.933330577309016, 47.00013297756685]	20240806153856	19.5	1	mg	ml	MeOH/H2O																							
absi_000362		absi_000362_02	absi_000362	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333305	47.000134				[6.933330577309016, 47.00013297756685]	20240806153856	20.9	1	mg	ml	MeOH/H2O																							
absi_000449		absi_000449_01	absi_000449	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933333	47.00013				[6.933332937451935, 47.00013031805615]	20240806154253	19.4	1	mg	ml	MeOH/H2O																							
absi_000444		absi_000444_01	absi_000444	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933333	47.00013				[6.933332787983811, 47.00012946378026]	20240806154501	20.6	1	mg	ml	MeOH/H2O																							
absi_000425		absi_000425_01	absi_000425	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9333324	47.00013				[6.933332319213764, 47.00012956882315]	20240806154906	19.5	1	mg	ml	MeOH/H2O																							
absi_000399		absi_000399_01	absi_000399	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933333	47.00013				[6.933333099139454, 47.000129571609726]	20240806155117	18.8	1	mg	ml	MeOH/H2O																							
absi_000584		absi_000584_01	absi_000584	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933289	47.00011				[6.933288849733492, 47.0001091956776]	20240808095244	20	1	mg	ml	MeOH/H2O																							
absi_000481		absi_000481_01	absi_000481	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332886	47.00011				[6.933288765005258, 47.000109018705245]	20240808095709	20.3	1	mg	ml	MeOH/H2O																							
absi_000576		absi_000576_01	absi_000576	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933286	47.000114				[6.933285968280726, 47.00011454435914]	20240808095936	18.3	1	mg	ml	MeOH/H2O																							
absi_000487		absi_000487_01	absi_000487	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933286	47.000114				[6.933285968280726, 47.00011454435914]	20240808100203	20.9	1	mg	ml	MeOH/H2O																							
absi_000578		absi_000578_01	absi_000578	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332857	47.000114				[6.933285709600161, 47.00011460232467]	20240808100433	20.7	1	mg	ml	MeOH/H2O																							
absi_000482		absi_000482_01	absi_000482	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933286	47.000114				[6.933286184597174, 47.00011439790748]	20240808100740	20.1	1	mg	ml	MeOH/H2O																							
absi_000469		absi_000469_01	absi_000469	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332805	47.000122				[6.933280658238084, 47.00012229884703]	20240808101158	19.2	1	mg	ml	MeOH/H2O																							
absi_000533		absi_000533_01	absi_000533	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332805	47.000122				[6.933280571261902, 47.00012241631595]	20240808101403	20.8	1	mg	ml	MeOH/H2O																							
absi_000587		absi_000587_01	absi_000587	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332805	47.000122				[6.933280269093202, 47.000122533015954]	20240808101644	19	1	mg	ml	MeOH/H2O																							
absi_000597		absi_000597_01	absi_000597	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.9332805	47.000122				[6.933280571261908, 47.00012241631595]	20240808101926	21.8	1	mg	ml	MeOH/H2O																							
absi_000480		absi_000480_01	absi_000480	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933283	47.00012				[6.933283007719017, 47.000118979965066]	20240808102250	18.2	1	mg	ml	MeOH/H2O																							
absi_000570		absi_000570_01	absi_000570	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933283	47.00012				[6.933282965354895, 47.00011889147886]	20240808102520	19.1	1	mg	ml	MeOH/H2O																							
absi_000571		absi_000571_01	absi_000571	artemisia_absinthium		Mazzarine Laboureau	artemisia absinthium	6.933283	47.00012				[6.933282965354895, 47.00011889147886]	20240808102820	19.1	1	mg	ml	MeOH/H2O																							
