project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issues
jbuf	65767	dbgi_001204	canonical	dbgi_001204		Helleborus purpurascens Waldst. et Kit.			7.1564636	46.792427	looks_swapped_ch_lat_lon	missing_date
jbuf	65768	dbgi_000518	canonical	dbgi_000518		Cimicifuga foetida L.			7.156461	46.79242	looks_swapped_ch_lat_lon	missing_date
jbuf	65769	dbgi_001117	canonical	dbgi_001117		Cimicifuga racemosa (L.) Nutt. s.l.			7.1564693	46.792416	looks_swapped_ch_lat_lon	missing_date
jbuf	65770	dbgi_001753	canonical	dbgi_001753		Pulsatilla vulgaris Mill.			7.1564593	46.792408	looks_swapped_ch_lat_lon	missing_date
jbuf	65771	dbgi_001758	canonical	dbgi_001758		Anemone hupehensis var. japonica (Thunb.) Bowles et Stearn			7.1564703	46.792408	looks_swapped_ch_lat_lon	missing_date
jbuf	65772	dbgi_001238	canonical	dbgi_001238		Anemone blanda Schott et Kotschy			7.156464	46.792397	looks_swapped_ch_lat_lon	missing_date
jbuf	65773	dbgi_001754	canonical	dbgi_001754		Fuchsia corymbiflora Ruiz et Pav.			7.15692	46.792286	looks_swapped_ch_lat_lon	missing_date
jbuf	65774	dbgi_001211	canonical	dbgi_001211		Fuchsia magellanica Lam.			7.156922	46.79228	looks_swapped_ch_lat_lon	missing_date
jbuf	65775	dbgi_001762	canonical	dbgi_001762		Fuchsia fulgens Mo§. et Sess			7.156926	46.792282	looks_swapped_ch_lat_lon	missing_date
jbuf	65776	dbgi_001198	canonical	dbgi_001198		Epilobium angustifolium L.			7.156932	46.792274	looks_swapped_ch_lat_lon	missing_date
jbuf	65777	dbgi_001763	canonical	dbgi_001763		Epilobium hirsutum L.			7.1569448	46.79227	looks_swapped_ch_lat_lon	missing_date
jbuf	65778	dbgi_001756	canonical	dbgi_001756		Epilobium fleischeri Hochst.			7.1569614	46.792263	looks_swapped_ch_lat_lon	missing_date
jbuf	65779	dbgi_001201	canonical	dbgi_001201		Epilobium montanum L.			7.1569653	46.79227	looks_swapped_ch_lat_lon	missing_date
jbuf	65780	dbgi_001220	canonical	dbgi_001220		Epilobium dodonaei Vill.			7.15697	46.792263	looks_swapped_ch_lat_lon	missing_date
jbuf	65781	dbgi_001203	canonical	dbgi_001203		Gaura biennis L.			7.1569834	46.792267	looks_swapped_ch_lat_lon	missing_date
jbuf	65782	dbgi_001222	canonical	dbgi_001222		Gaura lindheimeri Engelm. & A. Gray			7.156985	46.79226	looks_swapped_ch_lat_lon	missing_date
jbuf	65783	dbgi_001199	canonical	dbgi_001199		Oenothera glazioviana Micheli			7.1569967	46.79226	looks_swapped_ch_lat_lon	missing_date
jbuf	65784	dbgi_001219	canonical	dbgi_001219		Oenothera odorata Jacq.			7.1570024	46.792255	looks_swapped_ch_lat_lon	missing_date
jbuf	65785	dbgi_001190	canonical	dbgi_001190		Lythrum virgatum L.			7.157032	46.79225	looks_swapped_ch_lat_lon	missing_date
jbuf	65786	dbgi_001215	canonical	dbgi_001215		Lythrum hyssopifolia L.			7.1570535	46.792248	looks_swapped_ch_lat_lon	missing_date
jbuf	65787	dbgi_001194	canonical	dbgi_001194		aaunknown			7.157065	46.792248	looks_swapped_ch_lat_lon	missing_date
jbuf	65788	dbgi_001218	canonical	dbgi_001218		Cuphea ignea A. DC.			7.1570725	46.792248	looks_swapped_ch_lat_lon	missing_date
jbuf	65789	dbgi_001202	canonical	dbgi_001202		Cuphea lanceolata W.T. Aiton			7.1570797	46.792248	looks_swapped_ch_lat_lon	missing_date
jbuf	65790	dbgi_001217	canonical	dbgi_001217		Pelargonium x hortorum L.H. Bailey			7.1570487	46.792267	looks_swapped_ch_lat_lon	missing_date
jbuf	65791	dbgi_001192	canonical	dbgi_001192		Geranium lucidum L.			7.1570354	46.79227	looks_swapped_ch_lat_lon	missing_date
jbuf	65792	dbgi_001196	canonical	dbgi_001196		Geranium robertianum L. subsp. robertianum			7.1570306	46.79227	looks_swapped_ch_lat_lon	missing_date
jbuf	65793	dbgi_001197	canonical	dbgi_001197		Geranium pyrenaicum Burm. f.			7.1570263	46.792274	looks_swapped_ch_lat_lon	missing_date
jbuf	65794	dbgi_001189	canonical	dbgi_001189		Geranium pratense L.			7.157014	46.79228	looks_swapped_ch_lat_lon	missing_date
jbuf	65795	dbgi_001214	canonical	dbgi_001214		Geranium aristatum Freyn et Sint.			7.157006	46.79228	looks_swapped_ch_lat_lon	missing_date
jbuf	65796	dbgi_001216	canonical	dbgi_001216		Geranium renardii Trautv.			7.1569996	46.79228	looks_swapped_ch_lat_lon	missing_date
jbuf	65797	dbgi_001195	canonical	dbgi_001195		Geranium sibiricum L.			7.156997	46.792282	looks_swapped_ch_lat_lon	missing_date
jbuf	65798	dbgi_001212	canonical	dbgi_001212		Geranium thunbergii Lindl. & Paxton			7.156993	46.792282	looks_swapped_ch_lat_lon	missing_date
jbuf	65799	dbgi_001801	canonical	dbgi_001801		Geranium sylvaticum L.			7.1569805	46.792286	looks_swapped_ch_lat_lon	missing_date
jbuf	65800	dbgi_001882	canonical	dbgi_001882		Geranium endressii J. Gay			7.1569734	46.79229	looks_swapped_ch_lat_lon	missing_date
